year,constituency,constituency_type,candidates,party,vote_count,vote_percentage
2015,Radin Mas,SMC,Tan Chin Siong,PAP,20246,0.7725
2015,Sembawang,GRC,Abdul Rasheed S/O Y Abdul Kuthus | Lim Tong Zhen| Ng Chung Hon | Yadzeth Bin Hairis | Yeo Ren-Yuan,NSP,37087,0.2772
2015,Sembawang,GRC,Amrin Amin | Khaw Boon Wan | Lim Wee Kiak | Ong Ye Kung | Vikram Nair,PAP,96718,0.7228
2015,Sengkang West,SMC,Koh Choong Yong,WP,10721,0.3787
2015,Sengkang West,SMC,Lam Pin Min,PAP,17586,0.6213
2015,Tampines,GRC,Baey Yam Keng | Cheng Li Hui | Desmond Choo Pey Ching | Heng Swee Keat | Masagos Zulkifli,PAP,95305,0.7207
2015,Tampines,GRC,Choong Hon Heng | Fong Chin Leong | Lim Tean | Nor Lella Mardiiiah Bte Mohmed | Teo Kway Huang Sebastian,NSP,36943,0.2793
2015,Tanjong Pagar,GRC,Ang Yong Guan | Chirag Praful Desai | Chiu Weng Hoe Melvyn | Mohamad Fahmi Bin Ahmad Rais | Tan Jee Say,SGF,25998,0.2229
2015,Tanjong Pagar,GRC,Chan Chun Sing | Chia Shi-Lu | Indranee Thurai Rajah | Joan Pereira | Melvin Yong Yik Chye,PAP,90635,0.7771
2015,West Coast,GRC,Foo Mee Har | Lim Hng Kiang | Siswaran | Patrick Tay Teck Guan,PAP,71214,0.7857
2015,West Coast,GRC,Kenneth Andrew Jeyaretnam | Noraini Bte Yunus | Soh Guan Soon | Zhu LaiCheng,RP,19426,0.2143
2015,Yuhua,SMC,Grace Fu Hai Yien,PAP,15324,0.7355
2015,Yuhua,SMC,Go Hui Leng,SDP,5512,0.2645
